At frame 0, car 1 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, person 2 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, person 3 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, person 4 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, person 5 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, person 6 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, car 7 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, car 8 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, person 9 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 0, person 10 is located at coordinates [626.55, 629.35] with a bounding box of width 310.66 and height 237.87.
 At frame 1, car 1 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, person 3 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, person 2 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, person 4 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, person 5 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, car 7 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, person 9 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, person 6 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, car 8 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 1, person 10 is located at coordinates [627.12, 629.27] with a bounding box of width 309.68 and height 240.28.
 At frame 2, car 1 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, person 3 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, person 2 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, person 4 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, person 6 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, car 7 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, person 5 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, person 9 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, car 8 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, person 10 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 2, truck 12 is located at coordinates [626.11, 629.18] with a bounding box of width 309.00 and height 239.38.
 At frame 3, car 1 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, person 3 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, person 2 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, person 4 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, car 7 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, person 6 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, person 5 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, car 8 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, person 9 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, person 10 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, car 13 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 3, truck 12 is located at coordinates [624.87, 629.45] with a bounding box of width 309.58 and height 238.96.
 At frame 4, car 1 is located at coordinates [624.16, 629.44] with a bounding box of width 309.47 and height 239.35.
