0,1,831.32,311.15,76.97,151.58,0.84,-1,-1,-1
0,2,805.86,309.67,27.24,62.76,0.80,-1,-1,-1
1,1,831.83,310.38,80.06,157.74,0.86,-1,-1,-1
1,2,811.74,309.93,26.78,61.74,0.81,-1,-1,-1
2,1,833.53,309.79,80.09,157.90,0.86,-1,-1,-1
2,2,815.63,308.81,27.43,63.42,0.79,-1,-1,-1
3,1,836.32,309.62,77.34,152.44,0.88,-1,-1,-1
3,2,818.20,308.24,27.41,63.51,0.81,-1,-1,-1
4,1,840.03,310.25,76.01,150.16,0.86,-1,-1,-1
4,2,821.29,308.73,27.81,64.37,0.83,-1,-1,-1
5,1,841.77,310.68,76.96,152.48,0.86,-1,-1,-1
5,2,824.49,308.71,28.42,65.48,0.85,-1,-1,-1
6,1,843.26,309.38,77.83,154.98,0.86,-1,-1,-1
6,2,826.89,307.68,28.32,65.03,0.86,-1,-1,-1
7,1,845.38,308.91,77.26,154.68,0.86,-1,-1,-1
7,2,829.02,307.72,28.71,64.83,0.85,-1,-1,-1
8,1,850.12,308.54,72.98,146.09,0.83,-1,-1,-1
8,2,831.18,307.15,29.07,64.74,0.79,-1,-1,-1
9,1,851.90,307.19,72.76,145.78,0.83,-1,-1,-1
9,2,833.54,307.35,29.04,63.90,0.76,-1,-1,-1
10,1,853.55,305.72,77.76,156.58,0.83,-1,-1,-1
10,2,840.14,309.24,24.50,54.38,0.68,-1,-1,-1
11,1,855.96,305.39,79.73,161.62,0.83,-1,-1,-1
11,2,842.91,307.86,26.88,60.48,0.70,-1,-1,-1
11,4,858.34,315.24,23.87,56.13,0.55,-1,-1,-1
12,1,861.22,305.87,76.33,154.65,0.78,-1,-1,-1
12,2,846.48,308.41,24.72,56.12,0.69,-1,-1,-1
12,4,860.57,315.97,22.33,52.58,0.49,-1,-1,-1
13,1,860.25,304.70,80.73,165.37,0.79,-1,-1,-1
13,2,850.47,307.63,23.90,54.78,0.46,-1,-1,-1
14,1,864.23,305.44,79.01,163.46,0.77,-1,-1,-1
14,2,853.74,306.34,23.70,55.13,0.64,-1,-1,-1
15,1,876.30,305.95,71.12,147.78,0.79,-1,-1,-1
15,2,856.16,305.49,25.74,60.86,0.70,-1,-1,-1
16,1,881.15,306.59,69.82,146.49,0.75,-1,-1,-1
16,2,858.81,302.32,28.21,67.51,0.75,-1,-1,-1
17,1,886.10,306.61,67.50,141.68,0.78,-1,-1,-1
17,2,861.23,301.93,28.53,68.89,0.77,-1,-1,-1
17,7,886.38,123.57,40.04,99.47,0.55,-1,-1,-1
18,1,889.85,306.23,68.91,145.15,0.77,-1,-1,-1
18,2,863.67,302.19,28.46,68.64,0.79,-1,-1,-1
18,7,887.60,123.48,39.61,98.32,0.53,-1,-1,-1
19,1,895.34,305.51,68.05,143.67,0.79,-1,-1,-1
19,2,867.43,303.58,28.73,67.82,0.78,-1,-1,-1
19,7,889.64,124.15,38.07,94.22,0.44,-1,-1,-1
20,1,903.00,306.23,65.75,140.38,0.75,-1,-1,-1
20,2,869.09,302.48,29.71,68.74,0.77,-1,-1,-1
20,7,890.28,124.70,38.39,94.62,0.46,-1,-1,-1
21,1,907.62,306.31,67.39,145.16,0.84,-1,-1,-1
21,2,871.50,302.66,30.19,67.90,0.81,-1,-1,-1
21,7,890.87,122.04,40.23,98.71,0.35,-1,-1,-1
21,8,899.32,311.09,53.70,131.92,0.73,-1,-1,-1
22,1,914.19,305.76,67.39,146.52,0.78,-1,-1,-1
22,2,872.31,303.63,30.34,67.84,0.62,-1,-1,-1
22,7,890.77,120.06,42.22,103.16,0.38,-1,-1,-1
22,8,902.79,311.37,53.91,132.47,0.73,-1,-1,-1
23,1,922.13,305.75,64.78,141.59,0.72,-1,-1,-1
23,2,876.78,309.45,28.87,61.96,0.64,-1,-1,-1
23,7,891.27,118.40,44.21,108.02,0.30,-1,-1,-1
23,8,908.97,311.69,54.97,134.96,0.62,-1,-1,-1
24,1,921.57,304.76,66.55,144.08,0.79,-1,-1,-1
24,2,876.93,303.87,31.90,66.90,0.75,-1,-1,-1
24,7,893.15,117.81,43.05,104.89,0.26,-1,-1,-1
