0,1,1246.97,637.25,21.32,58.62,0.74,-1,-1,-1
1,1,1246.70,636.48,21.86,60.16,0.59,-1,-1,-1
2,1,1245.50,633.61,22.90,63.16,0.68,-1,-1,-1
3,1,1243.62,630.06,24.89,68.72,0.72,-1,-1,-1
4,1,1242.70,628.58,24.91,68.72,0.60,-1,-1,-1
5,1,1244.78,633.74,22.60,62.33,0.56,-1,-1,-1
6,1,1247.55,638.36,19.13,52.76,0.48,-1,-1,-1
7,1,1246.65,638.99,20.36,56.08,0.70,-1,-1,-1
8,1,1242.64,628.54,25.79,71.02,0.42,-1,-1,-1
9,1,1243.62,633.63,23.99,65.88,0.66,-1,-1,-1
10,1,1244.84,636.75,22.89,62.63,0.69,-1,-1,-1
11,1,1245.30,637.94,22.51,61.36,0.62,-1,-1,-1
12,1,1244.61,634.20,24.09,65.64,0.67,-1,-1,-1
13,1,1244.06,632.85,24.12,65.46,0.76,-1,-1,-1
14,1,1243.96,634.97,22.72,61.83,0.72,-1,-1,-1
15,1,1244.19,640.01,20.45,55.58,0.80,-1,-1,-1
16,1,1244.81,642.22,19.81,53.85,0.81,-1,-1,-1
17,1,1244.32,642.66,19.79,53.88,0.81,-1,-1,-1
18,1,1243.66,642.80,19.57,53.31,0.79,-1,-1,-1
19,1,1242.45,641.32,20.24,54.92,0.82,-1,-1,-1
20,1,1241.72,639.30,21.08,57.29,0.80,-1,-1,-1
21,1,1241.56,639.99,21.20,57.60,0.83,-1,-1,-1
22,1,1240.92,640.55,21.25,57.72,0.80,-1,-1,-1
23,1,1240.11,640.76,21.27,57.76,0.82,-1,-1,-1
24,1,1239.55,639.95,21.82,58.95,0.75,-1,-1,-1
25,1,1238.92,640.23,21.72,58.22,0.74,-1,-1,-1
26,1,1238.66,640.92,21.76,57.94,0.77,-1,-1,-1
27,1,1237.77,641.18,22.20,58.41,0.79,-1,-1,-1
28,1,1237.29,641.27,22.70,59.17,0.76,-1,-1,-1
29,1,1232.13,624.98,29.39,76.36,0.64,-1,-1,-1
30,1,1233.95,634.31,26.53,68.69,0.76,-1,-1,-1
31,1,1235.29,639.52,24.36,63.04,0.78,-1,-1,-1
32,1,1234.93,640.90,24.13,62.67,0.77,-1,-1,-1
33,1,1234.65,640.81,24.38,63.69,0.73,-1,-1,-1
34,1,1235.17,641.07,24.39,64.06,0.42,-1,-1,-1
35,1,1235.35,640.89,24.48,64.18,0.72,-1,-1,-1
36,1,1236.09,640.52,24.35,63.62,0.81,-1,-1,-1
37,1,1235.79,640.39,24.33,63.39,0.78,-1,-1,-1
38,1,1236.07,639.75,24.71,63.87,0.81,-1,-1,-1
39,1,1236.13,639.22,24.96,64.04,0.80,-1,-1,-1
40,1,1235.22,639.03,24.59,62.92,0.78,-1,-1,-1
41,1,1234.59,638.67,26.18,66.61,0.77,-1,-1,-1
42,1,1233.75,638.54,26.86,67.96,0.73,-1,-1,-1
43,1,1233.39,638.79,27.19,68.46,0.79,-1,-1,-1
44,1,1232.73,639.18,27.21,68.63,0.80,-1,-1,-1
45,1,1232.31,638.47,27.58,69.84,0.78,-1,-1,-1
46,1,1231.89,636.46,28.24,72.01,0.78,-1,-1,-1
47,1,1232.28,638.57,27.41,69.95,0.77,-1,-1,-1
48,1,1231.19,636.20,28.41,72.61,0.76,-1,-1,-1
49,1,1231.09,637.62,28.20,72.44,0.79,-1,-1,-1
50,1,1231.00,639.36,28.22,72.92,0.80,-1,-1,-1
51,1,1230.94,639.74,28.31,73.08,0.81,-1,-1,-1
52,1,1229.19,638.42,29.47,76.02,0.82,-1,-1,-1
53,1,1228.63,638.50,29.73,76.55,0.83,-1,-1,-1
54,1,1227.74,637.38,30.04,77.30,0.81,-1,-1,-1
55,1,1227.60,638.69,29.77,76.40,0.83,-1,-1,-1
56,1,1226.77,639.20,30.09,77.18,0.83,-1,-1,-1
57,1,1225.42,637.07,31.15,79.78,0.81,-1,-1,-1
58,1,1224.63,635.68,32.12,81.90,0.82,-1,-1,-1
59,1,1223.27,636.88,32.34,81.55,0.86,-1,-1,-1
60,1,1221.90,636.49,32.97,81.94,0.86,-1,-1,-1
61,1,1220.52,636.05,33.81,82.65,0.86,-1,-1,-1
62,1,1219.98,637.05,34.18,81.73,0.87,-1,-1,-1
63,1,1218.03,635.69,35.52,83.68,0.86,-1,-1,-1
64,1,1216.52,635.77,36.48,84.39,0.87,-1,-1,-1
65,1,1216.11,637.54,36.54,82.90,0.88,-1,-1,-1
66,1,1215.53,638.24,37.46,82.88,0.87,-1,-1,-1
67,1,1212.86,635.86,39.25,85.77,0.86,-1,-1,-1
68,1,1208.58,632.67,40.74,89.16,0.86,-1,-1,-1
69,1,1204.66,630.58,41.33,91.01,0.86,-1,-1,-1
70,1,1202.55,629.21,41.63,92.27,0.84,-1,-1,-1
71,1,1200.10,628.41,41.64,93.30,0.82,-1,-1,-1
72,1,1198.13,631.30,40.33,91.35,0.85,-1,-1,-1
73,1,1196.30,633.34,39.75,90.54,0.85,-1,-1,-1
74,1,1193.67,634.12,40.02,91.37,0.85,-1,-1,-1
75,1,1189.16,623.94,44.94,103.31,0.84,-1,-1,-1
76,1,1187.31,625.19,44.88,102.71,0.86,-1,-1,-1
77,1,1184.02,628.66,44.36,99.46,0.87,-1,-1,-1
78,1,1182.19,631.52,44.25,96.36,0.88,-1,-1,-1
79,1,1178.49,625.85,48.05,103.39,0.86,-1,-1,-1
80,1,1176.19,622.37,50.20,107.08,0.87,-1,-1,-1
81,1,1173.34,619.30,52.80,111.91,0.85,-1,-1,-1
82,1,1172.23,618.99,53.92,113.18,0.86,-1,-1,-1
83,1,1170.19,624.64,51.99,108.44,0.87,-1,-1,-1
84,1,1167.79,627.52,51.07,107.05,0.85,-1,-1,-1
85,1,1166.38,631.25,49.55,103.57,0.85,-1,-1,-1
86,1,1162.68,629.71,49.56,105.16,0.84,-1,-1,-1
87,1,1157.80,627.10,49.69,107.48,0.84,-1,-1,-1
88,1,1154.43,630.45,48.28,106.02,0.86,-1,-1,-1
89,1,1152.60,633.24,46.66,103.66,0.88,-1,-1,-1
90,1,1149.41,633.10,46.55,103.92,0.87,-1,-1,-1
90,3,1835.94,609.10,31.38,39.26,0.59,-1,-1,-1
91,1,1145.38,633.91,46.50,103.42,0.87,-1,-1,-1
91,3,1840.41,607.86,32.35,40.50,0.28,-1,-1,-1
92,1,1140.16,632.15,48.20,106.16,0.87,-1,-1,-1
92,3,1844.84,607.79,32.24,40.23,0.62,-1,-1,-1
93,1,1137.84,632.93,48.59,105.43,0.86,-1,-1,-1
93,3,1849.69,608.48,33.02,41.43,0.55,-1,-1,-1
94,1,1134.00,634.99,49.04,104.55,0.88,-1,-1,-1
94,3,1853.92,608.08,32.79,41.17,0.45,-1,-1,-1
95,1,1131.27,636.05,49.65,104.20,0.89,-1,-1,-1
95,3,1858.75,605.76,33.13,41.68,0.51,-1,-1,-1
96,1,1129.29,635.25,50.83,105.82,0.88,-1,-1,-1
96,3,1862.76,606.47,33.19,41.84,0.63,-1,-1,-1
97,1,1127.81,637.57,50.60,104.67,0.90,-1,-1,-1
97,3,1866.93,606.75,32.28,40.68,0.40,-1,-1,-1
98,1,1124.31,638.73,50.75,104.81,0.88,-1,-1,-1
98,3,1871.46,606.27,32.81,41.44,0.69,-1,-1,-1
99,1,1120.18,638.85,50.75,105.44,0.87,-1,-1,-1
99,3,1874.82,606.70,31.69,39.93,0.68,-1,-1,-1
100,1,1116.02,637.12,50.32,106.26,0.87,-1,-1,-1
100,3,1878.81,605.98,32.57,41.15,0.57,-1,-1,-1
101,1,1111.53,635.27,50.34,108.90,0.85,-1,-1,-1
101,3,1881.37,604.84,32.83,41.59,0.67,-1,-1,-1
102,1,1106.82,633.12,50.77,112.21,0.88,-1,-1,-1
102,3,1885.52,604.71,33.29,42.34,0.63,-1,-1,-1
103,1,1102.69,632.29,51.17,115.18,0.87,-1,-1,-1
103,3,1889.53,604.97,32.97,42.03,0.61,-1,-1,-1
104,1,1099.39,632.27,50.37,115.15,0.87,-1,-1,-1
104,3,1892.65,605.08,31.69,40.72,0.32,-1,-1,-1
105,1,1093.91,629.36,51.78,118.58,0.87,-1,-1,-1
105,3,1893.87,604.54,30.75,40.22,0.44,-1,-1,-1
106,1,1089.12,629.71,52.17,118.70,0.88,-1,-1,-1
106,3,1895.91,603.46,31.69,42.41,0.26,-1,-1,-1
107,1,1083.57,627.54,54.18,121.02,0.86,-1,-1,-1
107,3,1898.70,603.36,30.14,41.47,0.15,-1,-1,-1
108,1,1080.92,635.96,52.79,113.79,0.87,-1,-1,-1
109,1,1078.05,637.53,53.98,113.25,0.85,-1,-1,-1
110,1,1075.54,638.38,55.20,113.04,0.88,-1,-1,-1
111,1,1072.75,638.39,56.07,113.54,0.87,-1,-1,-1
112,1,1068.87,635.74,57.64,116.65,0.87,-1,-1,-1
113,1,1065.96,637.93,56.67,114.91,0.88,-1,-1,-1
114,1,1062.84,638.77,55.89,114.21,0.86,-1,-1,-1
115,1,1058.26,637.90,55.60,115.69,0.86,-1,-1,-1
116,1,1052.40,636.10,55.82,119.16,0.86,-1,-1,-1
117,1,1047.66,637.15,54.23,118.73,0.87,-1,-1,-1
