At frame 0, car 1 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, bus 2 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, car 3 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, person 4 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, car 5 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, car 6 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, car 7 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, truck 8 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 0, car 9 is located at coordinates [718.63, 661.87] with a bounding box of width 53.73 and height 43.25.
 At frame 1, bus 2 is located at coordinates [779.09, 609.58] with a bounding box of width 99.44 and height 126.08.
 At frame 1, car 3 is located at coordinates [779.09, 609.58] with a bounding box of width 99.44 and height 126.08.
 At frame 1, car 1 is located at coordinates [779.09, 609.58] with a bounding box of width 99.44 and height 126.08.
 At frame 1, person 4 is located at coordinates [779.09, 609.58] with a bounding box of width 99.44 and height 126.08.
 At frame 1, car 6 is located at coordinates [779.09, 609.58] with a bounding box of width 99.44 and height 126.08.
 At frame 1, car 5 is located at coordinates [779.09, 609.58] with a bounding box of width 99.44 and height 126.08.
 At frame 1, truck 8 is located at coordinates [779.09, 609.58] with a bounding box of width 99.44 and height 126.08.
 At frame 2, car 1 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 2, bus 2 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 2, car 3 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 2, car 6 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 2, person 4 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 2, car 5 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 2, car 9 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 2, truck 8 is located at coordinates [711.81, 663.85] with a bounding box of width 52.33 and height 43.79.
 At frame 3, bus 2 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 3, car 1 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 3, car 3 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 3, person 4 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 3, car 6 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 3, car 5 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 3, truck 8 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 3, car 9 is located at coordinates [771.65, 611.82] with a bounding box of width 97.39 and height 127.23.
 At frame 4, bus 2 is located at coordinates [768.40, 613.32] with a bounding box of width 96.71 and height 126.88.
 At frame 4, car 1 is located at coordinates [768.40, 613.32] with a bounding box of width 96.71 and height 126.88.
 At frame 4, car 3 is located at coordinates [768.40, 613.32] with a bounding box of width 96.71 and height 126.88.
 At frame 4, person 4 is located at coordinates [768.40, 613.32] with a bounding box of width 96.71 and height 126.88.
