At frame 0, car 1 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 2 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 3 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 4 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, person 5 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, person 6 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 7 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 8 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 9 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 10 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 11 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 12 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 13 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 14 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 15 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 16 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 0, car 17 is located at coordinates [1551.16, 617.30] with a bounding box of width 368.23 and height 333.64.
 At frame 1, car 1 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 2 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 3 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, person 5 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 4 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 7 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 9 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 8 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, person 6 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 10 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 15 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 13 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 12 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 11 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 14 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 1, car 17 is located at coordinates [1553.16, 617.10] with a bounding box of width 366.04 and height 333.93.
 At frame 2, car 1 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 2 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 4 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 3 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, person 5 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, person 6 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 7 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 10 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 9 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 8 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 13 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 12 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 11 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 15 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 14 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 17 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 At frame 2, car 16 is located at coordinates [1559.28, 616.70] with a bounding box of width 359.87 and height 334.86.
 

=====================================================

At frame 3, car 2 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 1 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 3 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, person 5 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 10 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 7 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, person 6 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 9 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 8 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 4 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 15 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 13 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 17 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 12 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 11 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 19 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
 At frame 3, car 14 is located at coordinates [0.26, 647.64] with a bounding box of width 226.68 and height 234.05.
