At frame 0, car 1 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 2 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 3 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 4 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 5 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 6 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, person 7 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 8 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, person 9 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 10 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 11 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 12 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 0, car 13 is located at coordinates [1446.41, 618.83] with a bounding box of width 472.58 and height 367.86.
 At frame 1, car 1 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 2 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 3 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 4 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 5 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, person 7 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 6 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 8 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 11 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, person 9 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 10 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 1, car 12 is located at coordinates [1467.61, 615.35] with a bounding box of width 451.64 and height 378.00.
 At frame 2, car 1 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 2 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 4 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, person 7 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 3 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 8 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 11 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 14 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 5 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 6 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, person 9 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 10 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 15 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 2, car 12 is located at coordinates [1489.64, 611.59] with a bounding box of width 429.57 and height 386.73.
 At frame 3, car 1 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 2 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 14 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 4 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, person 7 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 8 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 6 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, person 9 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 3 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 10 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 11 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 

=====================================================

At frame 3, car 5 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 15 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 3, car 12 is located at coordinates [1513.10, 608.54] with a bounding box of width 405.92 and height 390.36.
 At frame 4, car 1 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 2 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 14 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 4 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 5 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, person 7 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 8 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 6 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 11 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, person 9 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 10 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 15 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 4, car 12 is located at coordinates [1538.12, 604.23] with a bounding box of width 380.88 and height 391.35.
 At frame 5, car 1 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 2 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 14 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 4 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 5 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, person 7 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 11 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 8 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 6 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, person 9 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 5, car 12 is located at coordinates [1566.97, 600.31] with a bounding box of width 352.23 and height 370.51.
 At frame 6, car 1 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 2 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 14 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 4 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, person 7 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 6 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 11 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 5 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 8 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, person 9 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 6, car 12 is located at coordinates [1594.91, 596.70] with a bounding box of width 324.36 and height 375.30.
 At frame 7, car 1 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, car 2 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, car 14 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, car 4 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, car 11 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, person 7 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, car 6 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, person 9 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, car 8 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
 At frame 7, car 5 is located at coordinates [1626.04, 594.07] with a bounding box of width 293.29 and height 389.61.
